"","X","app","uid","context","timestamp","Physics_EAP","ForceAndMotion_EAP","LinearMomentum_EAP","Energy_EAP","Torque_EAP","NFL_EAP","NSL_EAP","NTL_EAP","POfMom_EAP","ConOfMom_EAP","EnergyTransfer_EAP","EnergyDissipate_EAP","StaticEquilibrium_EAP","PropertiesofTorque_EAP","Physics_Margin.High","Physics_Margin.Medium","Physics_Margin.Low","Physics_Mode","StartDate","Duration_sec","c1","c2","c3","gender","gender_other","ethnicity","ethnicity_other","grade","pre_ECT1","pre_ECT2","pre_POT1","pre_POT2","pre_N1L1","pre_N1L2","pre_N2L1","pre_N2L2","pre_N3L1","pre_N3L2","pre_POM1","pre_POM2","pre_ECD1","pre_ECD2","pre_Eqil1","pre_Eqil2","pre_COM1","pre_COM2","Post_StartDate","Post_Duration..in.seconds","post_ECT1","post_ECT2","post_POT1","post_POT2","post_N1L1","post_N1L2","post_N2L1","post_N2L2","post_N3L1","post_N3L2","post_POM1","post_POM2","post_ECD1","post_ECD2","post_Eqil1","post_Eqil2","post_COM1","post_COM2","preScore","postScore","Cond","filter_.","Gain","gender_bg","WE_watched","Game_Q1","R_Game_Q2","R_Game_Q3","Game_Q4","Game_Q5","Game_Q6","Game_Q7","Game_Q8","Game_Q9","Game_Q10","LS_Q1","LS_Q2","R_LS_Q3","LS_Q4","R_LS_Q5","R_LS_Q6","Game_Satis_Score","LS_Satis_Score","Game_Q2","Game_Q3","LS_Q3","LS_Q5","LS_Q6","LS_Satis_S","Game_Satis_S","pre_NFM","pre_Energy","pre_Moemntum","pre_Torque","post_NFM","post_Energy","post_Momentum","post_Torque","log_phys_anim_freq","ALL_LSs","physicLSduration","perceived_competency","Game_enjoyment","solutionLSduration","score","AllLSduration","PropToolLS","PropPhysLS","PropSoluLS","LScond","NumberAttempts_sum","NumberAttempts_mean","condition","physAnimFreq","physAnimDuration","weFreq","weDuration","hintFreq","hintDuration","toolsFreq","toolsDuration","glossaryFreq","glossaryDuration","defFreq","defDuration","formFreq","formDuration","hvFreq","hvDuration","levelVisited","levelCompleted","silver","gold","avgAttempts","avgDuration","PhysVideosUse","PhysVideosUse3Levels","enjoy_playagain","ethWBH","NFLprepost","NSLprepost","NTLprepost","ECTprepost","POTprepost","POMprepost","Eqilprepost","ECDprepost","COMprepost","prepostNFM","prepostEnergy","prepostMomentum","prepostTorque"
"S246c3",21,"userControl","246c3","Not too Far","2019-05-23 08:57:05",-0.5817,-0.7515,-0.4397,-0.2582,-0.7743,-0.9674,-0.9648,-0.9674,-0.9646,5e-04,0.9674,-0.9674,-0.8956,0.9674,0.0043,0.39,0.6056,"L","5/10/19 11:06",595,0,0,1,"Girl",0,"White",0,"9th",1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"5/23/19 9:06 ",488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14,17,"Free Choice","Selected",3,"Girl","WE",4,4,4,4,4,4,4,3,3,2,5,2,4,4,4,3,36,22,2,2,2,2,3,3.66666666666667,3.6,4,3,3,4,6,4,4,3,0.477121254719662,22,0,8,17,149083,870,168431,0.114871965374545,0,0.885128034625455,"3",231,3.5,"UserCtl",3,0,4,93.1740001182556,18,38.4409999847412,1,19.3480000495911,0,0,0,0,0,0,0,0,64,57,29,29,3.53030303030303,100.804318197424,1,1,3.5,"White",2,4,4,4,4,3,3,3,4,10,7,7,7
"S247c3",22,"userControl","247c3","Seesaw","2019-05-23 08:58:54",-0.1063,-0.2828,0.3366,-0.0408,-0.2184,-0.9674,-0.9674,-0.9674,6e-04,0.9673,0.9674,-0.9674,-0.2487,0.9674,0.0438,0.8025,0.1537,"M","5/10/19 11:06",885,0,0,1,"Boy",0,"Other",0,"9th",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,"5/23/19 9:11 ",575,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,15,15,"Free Choice","Selected",0,"Boy","WE",4,3,3,4,3,5,4,3,3,3,4,2,5,5,5,5,35,26,3,3,1,1,1,4.33333333333333,3.5,6,4,3,2,5,3,4,3,0.903089986991944,9,0,7,16,216227,810,216227,0,0,1,"3",181,2.74242424242424,"UserCtl",0,0,9,195.305000066757,1,1.3050000667572,0,0,0,0,0,0,0,0,0,0,57,53,29,25,3.10606060606061,124.689742422424,0,0,3.5,NA,4,4,3,3,4,3,1,4,4,11,7,7,5
"S248c3",23,"userControl","248c3","Perfect Toss","2019-05-23 08:36:03",-0.3826,-0.5831,0.2665,-0.1223,-0.9193,-0.9674,-0.9674,-0.9674,0.5947,0.7678,0.9446,-0.8208,-0.9674,0.0215,0.0104,0.5837,0.4059,"M","5/10/19 11:06",526,0,0,1,"Girl",0,"Hispanic",0,"9th",1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"5/23/19 8:36 ",224,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,3,"Free Choice","Selected",-5,"Girl","WE",3,4,2,3,3,4,2,3,3,2,5,4,4,3,3,3,29,22,2,4,2,3,3,3.66666666666667,2.9,3,3,1,1,1,1,0,1,0.903089986991944,35,0,6,14,279926,540,398479,0.297513796210089,0,0.702486203789911,"3",153,2.46774193548387,"UserCtl",1,0,11,291.772999990463,20,78.3310000896453,7,118.552999973297,0,0,0,0,0,0,0,0,31,31,21,16,2.83606557377049,113.618213143607,1,1,3,"Hispanic",0,3,1,3,1,1,1,1,0,4,4,1,2
"S250c3",24,"userControl","250c3","Newton's Cradle","2019-05-23 09:03:37",-0.6776,-0.7953,-0.0507,-0.7121,-0.8364,-0.9674,-0.9674,-0.9674,0.2255,0.4641,0.007,-0.8812,-0.9674,0.9357,0.0068,0.286,0.7072,"L","5/13/19 11:02",445,0,0,1,"Girl",0,"Black or African American",0,"9th",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"5/23/19 9:07 ",409,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,4,10,"Free Choice","Selected",6,"Girl","WE",4,5,5,4,3,5,4,4,5,4,4,4,3,4,5,5,43,25,1,1,3,1,1,4.16666666666667,4.3,2,1,0,1,4,4,1,1,0.477121254719662,6,0,7,23,101265,430,101265,0,0,1,"3",153,2.78181818181818,"UserCtl",0,0,4,95.8539998531341,3,5.41100001335144,0,0,0,0,0,0,0,0,0,0,30,25,18,12,2.92592592592593,112.65305554537,0,0,4.5,"Black",2,2,2,3,2,0,0,2,1,6,5,1,2
"S252c3",25,"userControl","252c3","Lollipop","2019-05-23 10:50:02",-0.6119,-0.78,-0.4612,-0.2726,-0.8196,-0.9674,-0.9674,-0.9674,-0.9674,0,0.9674,-0.9674,-0.9657,0.9674,0.0034,0.3607,0.6359,"L","5/10/19 11:57",881,0,0,1,"Girl",0,"Hispanic",0,"10th",1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,"5/23/19 10:56",504,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,11,7,"Free Choice","Selected",-4,"Girl","WE",3,3,3,5,5,5,5,5,3,4,4,4,2,4,3,5,41,22,3,3,4,3,1,3.66666666666667,4.1,2,3,4,2,4,2,0,1,0.301029995663981,31,43737,10,16,85649,720,222897,0.419525610483766,0.196220675917576,0.384253713598658,NA,247,3.43055555555556,"UserCtl",5,0,2,50.2480001449585,5,16.7670001983643,4,51.5449998378754,2,12.2929999828339,2,71.1970000267028,1,1.53500008583069,2,37.354,52,46,30,18,3.8448275862069,105.445137902586,1,1,3,"Hispanic",0,4,2,3,3,2,0,2,2,6,5,4,3
"S253c3",26,"userControl","253c3","Stairs","2019-05-23 10:52:23",-0.259,-0.458,-0.2224,-0.1069,-0.282,-0.9674,-0.9674,-0.9674,-0.9674,0.003,0.9674,-0.9674,-0.1181,0.9674,0.0142,0.7038,0.282,"M","5/10/19 11:57",649,0,0,1,"Boy",0,"White",0,"10th",0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,"5/23/19 10:56",437,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13,16,"Free Choice","Selected",3,"Boy","No WE",3,3,4,4,4,5,4,4,4,4,2,3,3,3,3,3,39,17,3,2,3,3,3,2.83333333333333,3.9,6,3,3,1,6,3,4,3,NA,2,0,8,18,5470,1230,5470,0,0,1,"3",370,3.66336633663366,"UserCtl",1,0,1,0,2,5.46999979019165,0,0,0,0,0,0,0,0,0,0,64,54,31,26,2.88888888888889,122.384999989437,1,1,3.5,"White",4,4,4,2,3,3,1,4,4,12,6,7,4
"S254c3",27,"userControl","254c3","Whale","2019-05-20 11:54:09",-0.1502,-0.3179,0.5508,-0.0593,-0.4529,-0.9674,-0.9674,-0.9674,0.7787,0.9674,0.9674,-0.9674,-0.8334,0.9674,0.0449,0.755,0.2001,"M","5/10/19 12:20",713,0,0,1,"Girl",0,"White",0,"9th",1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,"5/20/19 12:05",951,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,9,9,"Free Choice","Selected",0,"Girl","WE",4,4,3,4,4,2,4,4,4,4,5,5,4,4,2,4,37,24,2,3,2,4,2,4,3.7,3,3,2,1,3,1,3,2,0.778151250383644,15,26,8,19,161701,660,177733,0.0900564329640528,0.000146286845999336,0.909797280189948,"3",133,2.82978723404255,"UserCtl",1,8.601,6,158.427000045776,1,3.27400016784668,6,16.0060002803803,0,0,1,22.0370001792908,0,0,1,22.037,42,41,18,24,2.82978723404255,158.724297867872,1,1,4,"White",0,4,2,3,3,3,0,1,2,6,4,5,3
"S255c3",28,"userControl","255c3","Timing is Everything","2019-05-20 11:57:16",-0.6037,-0.7721,-0.4576,-0.2688,-0.8055,-0.9674,-0.9674,-0.9674,-0.9672,-0.0061,0.9674,-0.9674,-0.9151,0.8537,0.0037,0.3685,0.6277,"L","5/10/19 11:46",1427,0,0,1,"Girl",0,"35",0,"10th",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,"5/20/19 12:01",587,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,13,15,"Free Choice","Selected",2,"Girl","WE",2,2,2,4,4,4,5,4,1,1,5,5,4,5,5,5,29,29,4,4,2,1,1,4.83333333333333,2.9,5,1,4,3,5,2,4,4,1.11394335230684,44,34226,8,8,291224,720,342250,0.0490869247626004,0.10000292184076,0.85091015339664,"3",209,3.31746031746032,"UserCtl",5,127.095999717713,14,267.269000040054,15,24.9910001754761,4,16.7999999523163,3,10.5829999446869,4,184.325999975204,1,1.41499996185303,4,138.593999961853,52,49,30,21,3.6031746031746,112.021396830952,1,1,1.5,NA,2,4,4,3,4,4,3,0,4,10,3,8,7
"S256c3",29,"userControl","256c3","Magic Bean","2019-05-23 10:52:09",-0.8563,-0.9231,-0.5735,-0.8628,-0.9255,-0.9674,-0.9674,-0.9674,-0.9414,0.0837,0.0014,-0.9674,-0.9674,0.9674,6e-04,0.1136,0.8858,"L","5/10/19 11:57",618,0,0,1,"Girl",0,"Black or African American",0,"10th",0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"5/23/19 10:56",372,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,7,12,"Free Choice","Selected",5,"Girl","No WE",4,2,2,3,2,3,2,3,1,1,2,3,2,3,4,2,23,16,4,4,4,2,4,2.66666666666667,2.3,2,1,1,3,4,2,4,2,NA,7,41742,5,10,17723,930,59465,0,0.701959135625998,0.298040864374002,"PhysicLS preference",470,4.51923076923077,"UserCtl",3,0,0,0,3,17.7230000495911,0,0,0,0,3,135.563000202179,1,2.87700009346008,1,2.877,56,45,26,23,3.90361445783133,88.8223976012048,1,1,2.5,"Black",0,3,3,2,4,3,1,1,2,6,3,5,5
"S257c3",30,"userControl","257c3","Seesaw","2019-05-17 12:25:38",-0.388,-0.6051,-0.0123,-0.1635,-0.6715,-0.9674,-0.9674,-0.9674,-0.9653,0.9503,0.9674,-0.9674,-0.8976,0.9674,0.0103,0.5783,0.4114,"M","5/10/19 11:38",1794,0,0,1,"Boy",0,"Black or African American",0,"11th",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,"5/20/19 12:02",767,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,17,"Free Choice","Selected",3,"Boy","No WE",4,5,2,5,5,4,5,5,4,4,4,4,4,2,5,4,43,23,1,4,2,1,2,3.83333333333333,4.3,5,2,3,4,6,4,4,3,NA,1,0,10,19,1468,1310,1468,0,0,1,"3",458,4.9247311827957,"UserCtl",1,0,0,0,1,1.46800017356873,0,0,0,0,0,0,0,0,0,0,83,75,25,51,4.9247311827957,43.5736129015054,1,1,4,"Black",3,4,4,4,3,3,4,2,4,11,6,7,7
"S261c3",31,"userControl","261c3","Sunny Day","2019-05-23 10:53:19",-0.4101,-0.5958,-0.3247,-0.1778,-0.5121,-0.9674,-0.9674,-0.9674,-0.9674,0.0013,0.9674,-0.9674,-0.4809,0.9674,0.0096,0.557,0.4334,"M","5/10/19 11:58",542,0,0,1,"Boy",0,"White",0,"9th",0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,"5/23/19 10:56",411,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,11,15,"Free Choice","Selected",4,"Boy","No WE",3,2,2,5,5,5,3,3,3,1,1,1,1,2,2,2,32,9,4,4,5,4,4,1.5,3.2,4,3,2,2,4,4,4,3,NA,0,0,10,11,0,1050,0,NA,NA,NA,NA,372,3.12605042016807,"UserCtl",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,47,19,3.62365591397849,105.524215038172,1,1,3,"White",2,4,2,3,3,2,2,4,4,8,7,6,5
"S262c3",32,"userControl","262c3","Cosmic Cave","2019-05-20 12:16:28",0.0345,-0.1249,-0.077,0.7935,-0.043,-0.9643,-0.9674,-0.9674,-0.7778,-0.1523,0.9674,0.895,6e-04,0.9674,0.0913,0.853,0.0556,"M","5/10/19 12:06",316,0,0,1,"Boy",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"5/20/19 12:05",642,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,17,15,"Free Choice","Selected",-2,"Boy","No WE",1,1,2,5,4,4,1,5,1,1,1,1,1,3,1,1,25,8,5,4,5,5,5,1.33333333333333,2.5,6,4,4,3,5,3,4,3,NA,0,0,9,6,0,530,0,NA,NA,NA,NA,171,3.71739130434783,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,20,15,3.76086956521739,173.579369551087,0,0,1,"White",3,4,4,3,3,4,3,4,4,11,7,8,6
"S263c3",33,"userControl","263c3","Roller coaster","2019-05-17 12:14:56",-0.1841,-0.3672,0.487,-0.0167,-0.5542,-0.9674,-0.9674,-0.9674,0.7279,0.9014,0.9674,-0.796,-0.9529,0.8542,0.0466,0.7166,0.2369,"M","5/10/19 11:40",1829,0,0,1,"Girl",0,"Black or African American",0,"11th",0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,"5/20/19 12:02",576,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12,6,"Free Choice","Selected",-6,"Girl","WE",5,3,5,5,4,5,5,3,5,2,1,1,5,1,5,5,42,18,3,1,1,1,1,3,4.2,5,3,3,1,3,2,0,1,0,2,0,9,20,36456,430,51747,0.295495391037162,0,0.704504608962838,"3",103,2.71052631578947,"UserCtl",0,0,0,0,0,0,1,15.2910001277924,0,0,0,0,0,0,0,0,33,33,25,9,2.71052631578947,163.991289479211,0,0,5,"Black",3,3,2,2,2,2,0,3,1,8,5,3,2
"S264c3",34,"userControl","264c3","Diving Board","2019-05-20 11:58:48",-0.6096,-0.7781,-0.4576,-0.2715,-0.8175,-0.9674,-0.9674,-0.9674,-0.9552,-0.0022,0.9674,-0.9674,-0.9633,0.9665,0.0035,0.3629,0.6336,"L","5/10/19 12:20",261,0,0,1,"Boy",0,"White",0,"9th",0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,"5/20/19 12:12",305,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,7,16,"Free Choice","Selected",9,"Boy","WE",5,4,5,5,4,5,5,5,5,5,5,5,2,3,4,5,48,24,2,1,4,2,1,4,4.8,2,1,3,1,5,4,3,4,0.845098040014257,33,0,9,24,175981,920,245701,0.283759528858246,0,0.716240471141754,"3",259,3.86567164179104,"UserCtl",4,14.0190000534058,11,156.773000513077,21,23.9189994335175,5,69.7200002670288,0,0,0,0,0,0,0,0,58,54,23,33,4.13432835820895,128.087014939104,1,1,5,"White",2,3,2,3,3,3,2,2,3,7,5,6,5
"S265c3",35,"userControl","265c3","Basement Stairs","2019-05-20 11:58:23",-0.4987,-0.6767,-0.3849,-0.2194,-0.6471,-0.9674,-0.9674,-0.9674,-0.9674,-1e-04,0.9674,-0.9674,-0.6935,0.9674,0.0069,0.4708,0.5224,"L","5/10/19 11:44",1372,0,0,1,"Girl",0,"Asian",0,"11th",0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,"5/20/19 12:01",781,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,7,11,"Free Choice","Selected",4,"Girl","WE",5,4,5,4,3,5,4,4,4,3,3,4,4,4,5,4,41,24,2,1,2,1,2,4,4.1,3,2,2,0,4,1,4,2,0.602059991327962,33,32,7,21,102957,1270,118886,0.13371633329408,0.000269165418972797,0.866014501286947,"3",454,4.58585858585859,"UserCtl",6,9.361,4,60.7239998416901,25,42.8760006427765,3,15.8970000743866,0,0,1,2.10400009155273,0,0,0,0,86,86,59,31,4.93939393939394,108.462363632424,1,2,4.5,NA,1,3,3,0,1,2,1,3,4,7,3,6,2
"S266c3",36,"userControl","266c3","Blocked","2019-05-23 10:20:53",-0.6083,-0.7773,-0.4534,-0.2708,-0.8177,-0.9674,-0.9674,-0.9674,-0.9626,0.0134,0.9674,-0.9674,-0.9656,0.9674,0.0035,0.3642,0.6323,"L","5/10/19 11:10",3596,0,0,1,"Boy",0,"White",0,"9th",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,"5/23/19 10:40",786,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,13,15,"Free Choice","Selected",2,"Boy","WE",3,4,4,5,5,4,4,3,4,3,3,3,2,4,4,3,39,19,2,2,4,2,3,3.16666666666667,3.9,5,2,4,2,6,4,4,1,0.301029995663981,6,0,10,18,74336,1100,86746,0.143061351532059,0,0.856938648467941,"3",240,2.58064516129032,"UserCtl",3,0,2,67.4040000438691,2,4.41900014877319,1,12.4099998474121,0,0,0,0,0,0,0,0,65,56,32,27,2.4390243902439,90.2413658593902,1,1,3.5,"White",3,4,4,4,3,4,0,2,4,11,6,8,3
"S267c3",37,"userControl","267c3","Up in the Air","2019-05-20 11:50:49",-0.9261,-0.9577,-0.9421,-0.8961,-0.9432,-0.9674,-0.9674,-0.9674,-0.9672,-0.9648,0.0079,-0.9653,-0.1667,-0.0326,1e-04,0.0425,0.9574,"L","5/10/19 12:12",331,0,0,1,"Girl",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"5/20/19 12:04",641,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,18,12,"Free Choice","Selected",-6,"Girl","WE",5,5,4,5,4,5,5,5,5,5,5,4,2,4,4,4,48,23,1,2,4,2,2,3.83333333333333,4.8,6,4,4,4,4,3,3,2,0.301029995663981,13,0,9,24,74144,530,75826,0.0221823648880331,0,0.977817635111967,"3",174,3.78260869565217,"UserCtl",0,0,0,0,9,23.9150002002716,1,6.29099988937378,0,0,0,0,0,0,0,0,39,36,23,13,3.89130434782609,142.453630456957,0,0,5,"White",3,3,4,4,3,3,3,3,4,10,7,7,6
"S268c3",38,"userControl","268c3","Freefall","2019-05-20 11:57:33",-0.1659,-0.3625,-0.077,-0.0636,-0.17,-0.9674,-0.9674,-0.9674,-0.9577,0.3644,0.9674,-0.9674,-6.4684e-06,0.9674,0.0207,0.7871,0.1922,"M","5/10/19 11:52",822,0,0,1,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"5/20/19 12:02",362,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,14,"Free Choice","Selected",-3,"Boy","WE",5,5,1,5,5,4,4,5,5,5,4,4,3,3,3,1,44,18,1,5,3,3,5,3,4.4,5,4,4,4,4,2,4,4,0.845098040014257,19,921,10,21,196128,1590,247037,0.202350255224926,0.00372818646599497,0.793921558309079,"3",369,3,"UserCtl",16,8.8670000038147,9,183.987999677658,7,12.1399993896484,4,49.9880001544952,0,0,0,0,0,0,0,0,90,90,54,51,3.04838709677419,71.6011451649194,1,2,5,"White",2,4,3,2,4,4,4,4,4,9,6,8,8
"S269c3",39,"userControl","269c3","Cosmic Cave","2019-05-23 10:55:41",-0.7791,-0.8941,-0.8201,-0.3566,-0.9005,-0.9674,-0.9674,-0.9674,-0.9674,-0.7512,0.9656,-0.9674,-0.9674,0.9674,0.0011,0.1925,0.8064,"L","5/10/19 11:57",526,0,0,1,"Girl",0,"Black or African American",0,"10th",1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"5/23/19 10:56",384,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,7,8,"Free Choice","Selected",1,"Girl","WE",4,3,4,5,5,5,5,5,3,4,3,3,3,3,1,3,43,16,3,2,3,5,3,2.66666666666667,4.3,2,2,0,3,3,3,0,2,0,6,0,10,18,32635,670,65914,0.504885153381679,0,0.495114846618321,NA,357,3.5,"UserCtl",0,0,1,22.3620002269745,3,10.2730002403259,2,33.279000043869,0,0,0,0,0,0,0,0,65,33,19,14,3.80555555555556,97.9551249865278,0,0,3.5,"Black",2,2,1,4,4,0,1,1,0,5,5,0,5
"S270c3",40,"userControl","270c3","Lightning","2019-05-23 10:56:09",-0.0935,-0.284,0.5747,0.1175,-0.4534,-0.9674,-0.9674,-0.9673,0.7781,0.954,0.9674,-0.5222,-0.9162,0.9504,0.0778,0.7477,0.1745,"M","5/10/19 12:05",1045,0,0,1,"Girl",0,"Hispanic",0,"10th",0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,"5/23/19 10:56",392,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,9,6,"Free Choice","Selected",-3,"Girl","No WE",4,2,3,4,3,4,4,3,3,3,5,5,3,5,1,4,33,23,4,3,3,5,2,3.83333333333333,3.3,3,2,1,3,2,1,2,1,NA,22,11432,7,15,36378,430,169172,0.717388220272858,0.0675761946421394,0.215035585085002,"ToolLs preference",69,1.725,"UserCtl",3,22.5059999217987,0,0,7,25.315000295639,6,80.2369999885559,0,0,0,0,0,0,0,0,26,26,17,9,1.96551724137931,188.385206908621,1,1,3.5,"Hispanic",1,2,2,2,2,2,2,1,1,5,3,3,4
"S271c3",41,"userControl","271c3","Balance","2019-05-17 12:32:29",-0.0449,-0.2429,0.0027,-0.0153,0.1249,-0.9674,-0.9674,-0.9674,-0.9526,0.4098,0.9674,-0.9674,0.7514,0.9674,0.0486,0.8563,0.0951,"M","5/10/19 11:47",953,0,0,1,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,"5/20/19 12:01",432,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,14,16,"Free Choice","Selected",2,"Boy","WE",4,4,4,3,4,4,4,5,4,4,5,3,4,4,2,3,40,21,2,2,2,4,3,3.5,4,5,4,3,2,5,4,4,3,0.301029995663981,32,8069,7,20,68533,960,92135,0.168589569653226,0.0875780105280295,0.743832419818744,"3",190,2.40506329113924,"UserCtl",4,8.80899977684021,2,48.3160002231597,15,20.2170004844665,3,15.5329999923706,4,72.1369998455047,6,139.619999885559,4,29.5210001468658,1,32.095,75,68,43,25,2.41772151898734,105.88405128359,1,1,4,"White",2,4,4,4,4,3,1,4,4,10,8,7,5
"S273c3",42,"userControl","273c3","Diving Board","2019-05-23 10:55:14",-0.6138,-0.7814,-0.4642,-0.2735,-0.8212,-0.9674,-0.9674,-0.9674,-0.9674,-0.0054,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.3588,0.6378,"L","5/10/19 11:57",831,0,0,1,"Girl",0,"Black or African American",0,"11th",0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,"5/23/19 10:56",728,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,10,13,"Free Choice","Selected",3,"Girl","No WE",4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,2,40,17,2,2,3,3,4,2.83333333333333,4,4,1,2,3,5,3,2,3,NA,1,7152,8,20,0,790,7152,0,1,0,"PhysicLS preference",257,3.72463768115942,"UserCtl",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,17,19,3.68085106382979,134.850086961957,1,1,4,"Black",2,4,3,2,3,2,3,2,2,9,4,4,6
"S276c3",43,"userControl","276c3","Green Apple","2019-05-20 13:28:27",-0.3504,-0.5399,-0.2848,-0.1506,-0.4072,-0.9674,-0.9674,-0.9674,-0.9674,0.0031,0.9674,-0.9674,-0.2694,0.9535,0.0137,0.6104,0.3759,"M","5/10/19 13:30",600,0,0,1,"Girl",0,"White",0,"11th",0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,"5/20/19 13:34",601,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,7,13,"Free Choice","Selected",6,"Girl","No WE",2,1,4,3,2,4,4,4,4,4,4,4,4,4,4,5,32,25,5,2,2,2,1,4.16666666666667,3.2,3,1,2,1,5,3,2,3,NA,6,0,5,15,13127,660,16401,0.199621974269862,0,0.800378025730138,"3",244,3.43661971830986,"UserCtl",1,0,0,0,5,13.1269998550415,1,3.2739999294281,0,0,0,0,0,0,0,0,52,41,20,23,3.43661971830986,115.937928563571,1,1,3,"White",3,3,2,2,2,4,2,2,0,8,4,4,4
"S278c3",44,"userControl","278c3","Green Apple","2019-05-20 13:58:28",-0.0351,-0.2019,0.3716,-0.006,-0.0732,-0.9674,-0.9674,-0.9674,-0.0415,0.9674,0.9674,-0.9553,1e-04,0.9674,0.0521,0.8595,0.0884,"M","5/10/19 13:33",611,0,0,1,"Boy",0,"Asian",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"5/20/19 13:38",274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,"Free Choice","Selected",0,"Boy","WE",4,3,3,4,4,4,4,5,4,4,4,4,3,4,3,3,39,21,3,3,3,3,3,3.5,3.9,6,4,4,4,6,4,4,4,0.845098040014257,19,0,8,18,156805,1940,210903,0.256506545663172,0,0.743493454336828,"3",449,3.30147058823529,"UserCtl",1,0,6,132.53200006485,4,4.86299991607666,8,54.098000049591,0,0,0,0,0,0,0,0,85,83,28,76,3.49264705882353,82.2448626013741,1,1,4,NA,4,4,4,4,4,4,4,4,4,12,8,8,8
